delivery_id,carrier_id,origin,destination,distance_km,scheduled_date,actual_date,is_late,weather_condition,traffic_delay_hrs
DEL_238,CARRIER_C,WH_CENTRAL,HUB_WEST,150,27-03-2027,27-03-2027,0,CLEAR,0.7
DEL_239,CARRIER_C,WH_CENTRAL,HUB_WEST,220,28-03-2027,30-03-2027,1,RAIN,2.2
DEL_240,CARRIER_A,WH_CENTRAL,RETAIL_3,107,29-03-2027,29-03-2027,0,CLEAR,0.0
DEL_241,CARRIER_B,WH_NORTH,RETAIL_2,300,30-03-2027,31-03-2027,1,RAIN,2.2
DEL_242,CARRIER_C,WH_CENTRAL,RETAIL_2,229,31-03-2027,31-03-2027,0,CLEAR,0.1
DEL_243,CARRIER_B,WH_CENTRAL,HUB_WEST,196,01-04-2027,01-04-2027,0,RAIN,0.5
DEL_244,CARRIER_A,WH_NORTH,RETAIL_3,520,02-04-2027,03-04-2027,1,STORM,1.8
DEL_245,CARRIER_A,WH_NORTH,RETAIL_3,609,03-04-2027,03-04-2027,0,CLEAR,0.0
DEL_246,CARRIER_B,WH_NORTH,RETAIL_3,484,04-04-2027,04-04-2027,0,CLEAR,0.1
DEL_247,CARRIER_B,WH_NORTH,RETAIL_2,443,05-04-2027,05-04-2027,0,CLEAR,0.7
DEL_248,CARRIER_A,WH_CENTRAL,HUB_WEST,417,06-04-2027,06-04-2027,0,CLEAR,1.2
DEL_249,CARRIER_C,WH_NORTH,RETAIL_1,455,07-04-2027,07-04-2027,0,CLEAR,0.2
DEL_250,CARRIER_C,WH_CENTRAL,HUB_WEST,343,08-04-2027,08-04-2027,0,CLEAR,0.3
DEL_251,CARRIER_A,WH_NORTH,RETAIL_2,244,09-04-2027,11-04-2027,1,STORM,5.2
DEL_252,CARRIER_C,WH_CENTRAL,RETAIL_1,90,10-04-2027,10-04-2027,0,CLEAR,0.4
DEL_253,CARRIER_B,WH_CENTRAL,RETAIL_3,184,11-04-2027,11-04-2027,0,CLEAR,0.2
DEL_254,CARRIER_B,WH_NORTH,HUB_WEST,229,12-04-2027,12-04-2027,0,CLEAR,0.0
DEL_255,CARRIER_C,WH_NORTH,RETAIL_3,218,13-04-2027,14-04-2027,1,RAIN,2.1
DEL_256,CARRIER_B,WH_NORTH,RETAIL_3,167,14-04-2027,14-04-2027,0,CLEAR,0.0
DEL_257,CARRIER_A,WH_CENTRAL,RETAIL_2,456,15-04-2027,15-04-2027,0,CLEAR,0.0
DEL_258,CARRIER_C,WH_NORTH,RETAIL_1,454,16-04-2027,17-04-2027,1,CLEAR,2.6
DEL_259,CARRIER_C,WH_NORTH,HUB_WEST,430,17-04-2027,18-04-2027,1,RAIN,1.2
DEL_260,CARRIER_A,WH_NORTH,RETAIL_1,385,18-04-2027,18-04-2027,0,CLEAR,0.1
DEL_261,CARRIER_A,WH_CENTRAL,HUB_WEST,359,19-04-2027,19-04-2027,0,CLEAR,0.0
DEL_262,CARRIER_A,WH_CENTRAL,RETAIL_1,88,20-04-2027,21-04-2027,1,RAIN,2.3
DEL_263,CARRIER_B,WH_CENTRAL,RETAIL_1,290,21-04-2027,21-04-2027,0,CLEAR,0.5
DEL_264,CARRIER_A,WH_NORTH,HUB_WEST,429,22-04-2027,22-04-2027,0,CLEAR,0.5
DEL_265,CARRIER_C,WH_NORTH,RETAIL_2,474,23-04-2027,23-04-2027,0,RAIN,0.3
DEL_266,CARRIER_C,WH_CENTRAL,HUB_WEST,467,24-04-2027,27-04-2027,1,STORM,4.4
DEL_267,CARRIER_B,WH_CENTRAL,RETAIL_3,272,25-04-2027,25-04-2027,0,CLEAR,0.1
DEL_268,CARRIER_A,WH_NORTH,RETAIL_1,426,26-04-2027,26-04-2027,0,RAIN,1.4
DEL_269,CARRIER_C,WH_NORTH,RETAIL_1,457,27-04-2027,28-04-2027,1,STORM,3.2
DEL_270,CARRIER_A,WH_NORTH,RETAIL_1,267,28-04-2027,30-04-2027,1,STORM,1.0
DEL_271,CARRIER_C,WH_CENTRAL,RETAIL_1,391,29-04-2027,30-04-2027,1,STORM,3.5
DEL_272,CARRIER_A,WH_CENTRAL,RETAIL_1,617,30-04-2027,30-04-2027,0,CLEAR,0.5
DEL_273,CARRIER_A,WH_CENTRAL,RETAIL_3,201,01-05-2027,03-05-2027,1,RAIN,2.2
DEL_274,CARRIER_C,WH_CENTRAL,RETAIL_3,198,02-05-2027,02-05-2027,0,RAIN,1.3
DEL_275,CARRIER_A,WH_NORTH,RETAIL_2,162,03-05-2027,03-05-2027,0,CLEAR,0.4
DEL_276,CARRIER_A,WH_CENTRAL,RETAIL_1,416,04-05-2027,06-05-2027,1,RAIN,1.3
DEL_277,CARRIER_A,WH_NORTH,RETAIL_1,228,05-05-2027,06-05-2027,1,RAIN,2.1
DEL_278,CARRIER_A,WH_NORTH,RETAIL_1,115,06-05-2027,06-05-2027,0,RAIN,1.0
DEL_279,CARRIER_B,WH_NORTH,RETAIL_3,575,07-05-2027,08-05-2027,1,RAIN,1.3
DEL_280,CARRIER_B,WH_CENTRAL,RETAIL_1,583,08-05-2027,09-05-2027,1,RAIN,2.4
DEL_281,CARRIER_C,WH_CENTRAL,RETAIL_1,540,09-05-2027,09-05-2027,0,CLEAR,0.1
DEL_282,CARRIER_B,WH_CENTRAL,HUB_WEST,504,10-05-2027,11-05-2027,1,STORM,1.4
DEL_283,CARRIER_A,WH_NORTH,RETAIL_2,117,11-05-2027,11-05-2027,0,CLEAR,0.9
DEL_284,CARRIER_C,WH_NORTH,HUB_WEST,593,12-05-2027,12-05-2027,0,CLEAR,0.3
DEL_285,CARRIER_C,WH_NORTH,RETAIL_1,167,13-05-2027,13-05-2027,0,CLEAR,0.6
DEL_286,CARRIER_C,WH_CENTRAL,HUB_WEST,512,14-05-2027,17-05-2027,1,RAIN,2.0
DEL_287,CARRIER_B,WH_NORTH,HUB_WEST,458,15-05-2027,15-05-2027,0,CLEAR,0.3
DEL_288,CARRIER_A,WH_NORTH,HUB_WEST,370,16-05-2027,18-05-2027,1,RAIN,2.6
DEL_289,CARRIER_B,WH_CENTRAL,HUB_WEST,118,17-05-2027,18-05-2027,1,STORM,3.1
DEL_290,CARRIER_A,WH_CENTRAL,HUB_WEST,148,18-05-2027,19-05-2027,1,CLEAR,1.3
DEL_291,CARRIER_A,WH_CENTRAL,RETAIL_3,175,19-05-2027,19-05-2027,0,CLEAR,0.0
DEL_292,CARRIER_C,WH_NORTH,RETAIL_1,344,20-05-2027,20-05-2027,0,CLEAR,0.5
DEL_293,CARRIER_B,WH_CENTRAL,RETAIL_2,208,21-05-2027,21-05-2027,0,STORM,0.9
DEL_294,CARRIER_C,WH_NORTH,RETAIL_2,160,22-05-2027,22-05-2027,0,RAIN,0.8
DEL_295,CARRIER_B,WH_NORTH,RETAIL_1,335,23-05-2027,23-05-2027,0,CLEAR,0.0
DEL_296,CARRIER_B,WH_CENTRAL,RETAIL_3,79,24-05-2027,24-05-2027,0,CLEAR,0.2
DEL_297,CARRIER_C,WH_NORTH,RETAIL_3,409,25-05-2027,26-05-2027,1,CLEAR,3.1
DEL_298,CARRIER_B,WH_CENTRAL,RETAIL_2,81,26-05-2027,26-05-2027,0,RAIN,1.4
DEL_299,CARRIER_A,WH_CENTRAL,HUB_WEST,479,27-05-2027,28-05-2027,1,CLEAR,1.7
DEL_300,CARRIER_B,WH_NORTH,RETAIL_1,103,28-05-2027,28-05-2027,0,CLEAR,0.4
